נבדק ואושר,סוג נכס,מהות עסקה,מקור,"ת""ח",חלקה,גוש,תאריך עסקה,עיר,רחוב,מספר,כניסה,דירה,מחיר מוצהר,מחיר מוערך,שטח ברוטו,שטח נטו,מגרש,חדרים,מחיר למר,מחיר לחדר,גלריה,מרפסת,קומה,קומות,דירות בבנין,מעלית,חניה,מחסן,גג,חצר,שנת בניה,זכויות בניה,אחוזי בניה,תפקוד הבנין,מהות הזכות,תפקוד היחידה  ,שומה חלקים,
לא,דירת מגורים,דירה בבית קומות,רשות,1,153,7047,08/04/2015,תל אביב -יפו,שד ירושלים,144,,0,550000    ,550000    ,47,47,0,2,11702    ,275000    ,0,,1,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.5,
לא,דירת מגורים,דירה בבית קומות,רשות,3,10,8991,08/04/2015,תל אביב -יפו,קדם,75,,0,4450000    ,4450000    ,113,0,0,3,39381    ,1483333    ,0,,2,4,7,,0,0,0,0,2010,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,6,1110,6212,08/04/2015,תל אביב -יפו,שד סמאטס,20,,,3367500    ,3367500    ,81,81,,3,41574    ,1122500    ,,,1,4,8,,,,,,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,24,184,7050,07/04/2015,תל אביב -יפו,קהלת קנדה,41,,0,700000    ,700000    ,56,56,0,3,12500    ,233333    ,0,,3,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,26,71,7074,07/04/2015,תל אביב -יפו,נחל הבשור,26,,0,850000    ,850000    ,43,0,0,2,19767    ,425000    ,0,,4,4,0,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,20,90,7103,07/04/2015,תל אביב -יפו,לינקולן,5,,0,2475000    ,2475000    ,60,60,0,3,41250    ,825000    ,0,,2,4,0,,0,0,0,0,1955,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,102,646,6217,07/04/2015,תל אביב -יפו,סוטין,29,,,7300000    ,7300000    ,,109,,4,66972    ,1825000    ,,,21,29,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,5,953,6133,07/04/2015,תל אביב -יפו,הורדצקי,2,,,1905000    ,1905000    ,104,,,4,18317    ,476250    ,,,2,2,6,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,26,71,7074,07/04/2015,תל אביב -יפו,נחל הבשור,26,,,850000    ,850000    ,43,,,2,19767    ,425000    ,,,4,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,20,4,6136,06/04/2015,תל אביב -יפו,רח 3503,1,,,1798000    ,1798000    ,,89,,4,20202    ,449500    ,,,5,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,27,6943,06/04/2015,תל אביב -יפו,יסוד המעלה,29,,,930000    ,930000    ,37,,,2,25135    ,465000    ,,,2,3,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,353,6636,06/04/2015,תל אביב -יפו,קהלת ורשה,75,,0,1515000    ,1515000    ,22,0,0,2,68864    ,757500    ,0,,2,2,0,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,688,6212,06/04/2015,תל אביב -יפו,ויצמן,98,,,2370000    ,2370000    ,60,,,2,39500    ,1185000    ,,,1,4,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,14,15,7011,06/04/2015,תל אביב -יפו,רזיאל,2,,,1870000    ,1870000    ,,52,,2,35962    ,935000    ,,,2,6,35,,,,,,2017,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,2,385,6636,05/04/2015,תל אביב -יפו,קהלת לודז,45,,0,0    ,2200000    ,55,0,0,2,40000    ,1100000    ,0,,1,2,0,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,97,1000,6133,04/04/2015,תל אביב -יפו,הרכבי אברהם,15,,,1640000    ,1640000    ,85,85,,3.5,19294    ,468571    ,,,4,7,28,,,,,,1976,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,42,7023,03/04/2015,תל אביב -יפו,קיוסו אלברט,6,,,1400000    ,1400000    ,85,,,4,16471    ,350000    ,,,2,3,12,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,0.88,
לא,דירת מגורים,דירה בבית קומות,רשות,38,97,6136,02/04/2015,תל אביב -יפו,אב,1,,,2050000    ,2050000    ,,129,,5,15891    ,410000    ,,,10,11,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,15,4,6136,02/04/2015,תל אביב -יפו,רח 3503,1,,,2000000    ,2000000    ,,111,,5,18018    ,400000    ,,,5,17,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,57,4,6136,02/04/2015,תל אביב -יפו,רח 3503,1,,,2060000    ,2060000    ,,125,,5,16480    ,412000    ,,,15,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,13,198,7045,02/04/2015,תל אביב -יפו,ציהתלי,2,,,1950000    ,1950000    ,59,59,,2,33051    ,975000    ,,,0,4,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,22,518,6214,02/04/2015,תל אביב -יפו,עין גדי,4,,,2100000    ,2100000    ,50,47,,2,44681    ,1050000    ,,,2,3,28,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,9,68,6977,02/04/2015,תל אביב -יפו,מירון,7,,,1600000    ,1600000    ,74,,,2,21622    ,800000    ,,,3,3,,,,,,,1920,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,95,139,6631,02/04/2015,תל אביב -יפו,פינשטיין מאיר,6,,,5910000    ,5910000    ,131,,,5,45115    ,1182000    ,,,8,9,98,,,,,,1993,,,מגורים,בעלות,דירת גג )פנטהאוז(,1,
לא,דירת מגורים,דירה בבית קומות,רשות,94,9,7446,02/04/2015,תל אביב -יפו,הרכבת,16,,,2080385    ,2080385    ,,32,,2.5,65012    ,832154    ,,,0,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,3,35,7422,02/04/2015,תל אביב -יפו,ראשונים,7,,,3600000    ,3600000    ,80,,,4,45000    ,900000    ,,,2,4,8,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,95,139,6631,02/04/2015,תל אביב -יפו,פינשטיין מאיר,6,,0,5910000    ,5910000    ,131,0,0,5,45115    ,1182000    ,0,,8,9,98,,0,0,0,0,1993,,,מגורים,בעלות,דירת גג )פנטהאוז(,1,
לא,דירת מגורים,דירה בבית קומות,רשות,3,35,7422,02/04/2015,תל אביב -יפו,ראשונים,7,,0,3600000    ,3600000    ,80,0,0,4,45000    ,900000    ,0,,2,4,8,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,7,6912,02/04/2015,תל אביב -יפו,טשרניחובסקי,1,,0,2075750    ,2075750    ,0,98,0,4,21181    ,518938    ,0,,2,8,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,0.5,
לא,דירת מגורים,דירה בבית קומות,רשות,26,145,7093,02/04/2015,תל אביב -יפו,תוצרת הארץ,9,,,2950000    ,2950000    ,120,120,,5,24583    ,590000    ,,,10,32,120,,2,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,85,7242,02/04/2015,תל אביב -יפו,מור,999,,0,1780000    ,1780000    ,0,134,0,5,13284    ,356000    ,0,,1,8,38,,1,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,4,52,6885,02/04/2015,תל אביב -יפו,עמיחי יהודה,1,,0,2550610    ,2550610    ,0,98,0,4,26027    ,637653    ,0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,11,52,6885,02/04/2015,תל אביב -יפו,אב,999,,0,3204720    ,3204720    ,0,101,0,4,31730    ,801180    ,0,,3,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,52,6885,02/04/2015,תל אביב -יפו,רח ל,999,,0,3121720    ,3121720    ,0,98,0,4,31854    ,780430    ,0,,2,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,142,7023,01/04/2015,תל אביב -יפו,קיוסו אלברט,5,,,1019999    ,1019999    ,75,75,,3,13600    ,340000    ,,,3,8,,,,,,,1970,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,20,150,7084,01/04/2015,תל אביב -יפו,הרצל,98,,,1150000    ,1150000    ,50,,,2,23000    ,575000    ,,,4,4,16,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,34,7,7090,01/04/2015,תל אביב -יפו,וינגייט,16,,,1390002    ,1390002    ,51,51,,2,27255    ,695001    ,,,3,31,36,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,3,6971,01/04/2015,תל אביב -יפו,בעל העקידה,1,,,1450000    ,1450000    ,50,50,,2,29000    ,725000    ,,,2,3,2,,,,,,1949,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,16,18,7455,01/04/2015,תל אביב -יפו,"מזא""ה",42,,,2600000    ,2600000    ,72,72,,3,36111    ,866667    ,,,1,4,,,,,,,2005,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,6,1,7081,01/04/2015,תל אביב -יפו,יהודה מרגוזה,7,,,3450000    ,3450000    ,,121,,4,28512    ,862500    ,,,1,3,19,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,132,719,6108,01/04/2015,תל אביב -יפו,אלוני ניסים,17,,,7550000    ,7550000    ,164,164,,5,46037    ,1510000    ,,,26,42,100,,1,,,,2008,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,25,4,6136,01/04/2015,תל אביב -יפו,רח 3503,1,,,1779555    ,1779555    ,,100,,4,17796    ,444889    ,,,7,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,52,6885,01/04/2015,תל אביב -יפו,רח ל,999,,0,3485901    ,3485901    ,0,123,0,5,28341    ,697180    ,0,,2,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,52,6885,01/04/2015,תל אביב -יפו,עמיחי יהודה,1,,0,3009720    ,3009720    ,0,100,0,4,30097    ,752430    ,0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,2,4,7241,01/04/2015,תל אביב -יפו,ליבנה אליעזר,6,,0,1350000    ,1350000    ,50,50,0,3.5,27000    ,385714    ,0,,2,4,0,,0,0,0,0,1935,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,66,6213,01/04/2015,תל אביב -יפו,אבן גבירול,142,,0,1450000    ,1450000    ,30,30,0,1.5,48333    ,966667    ,0,,2,4,12,,0,0,0,0,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,211,185,7000,01/04/2015,תל אביב -יפו,טולקובסקי,6,,0,1579999    ,1579999    ,0,102,0,4,15490    ,395000    ,0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,21,185,7000,01/04/2015,תל אביב -יפו,טולקובסקי,4,,0,1321721    ,1321721    ,0,93,0,3,14212    ,440574    ,0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,112,182,7000,01/04/2015,תל אביב -יפו,טולקובסקי,7,,0,1600000    ,1600000    ,0,101,0,4,15842    ,400000    ,0,,6,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,211,184,7000,01/04/2015,תל אביב -יפו,טולקובסקי,8,,0,1516379    ,1516379    ,0,95,0,4,15962    ,379095    ,0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,21,182,7000,01/04/2015,תל אביב -יפו,טולקובסקי,7,,0,1379999    ,1379999    ,0,95,0,3,14526    ,460000    ,0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,30,682,6217,01/04/2015,תל אביב -יפו,אבן גבירול,106,,0,2857495    ,2857495    ,0,61,0,3,46844    ,952498    ,0,,4,8,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,40,145,7093,01/04/2015,תל אביב -יפו,תוצרת הארץ,9,,,2550000    ,2550000    ,125,125,,5,20400    ,510000    ,,,13,34,120,,1,,,,2014,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,5,380,7093,01/04/2015,תל אביב -יפו,עמק ברכה,32,,,2120000    ,2120000    ,91,,,4,23297    ,530000    ,,,2,6,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,42,178,7083,01/04/2015,תל אביב -יפו,לוינסקי,7,,,1809998    ,1809998    ,51,51,,2,35490    ,904999    ,,,4,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,631,164,7083,01/04/2015,תל אביב -יפו,מרכולת,8,,,3088000    ,3088000    ,,90,,3,34311    ,1029333    ,,,9,11,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,643,6212,01/04/2015,תל אביב -יפו,שד סמאטס,11,,,2950000    ,2950000    ,74,74,,3,39865    ,983333    ,,,3,5,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,63,6963,01/04/2015,תל אביב -יפו,אוסישקין,44,,,1900000    ,1900000    ,50,50,,2,38000    ,950000    ,,,0,6,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,6,176,7050,01/04/2015,תל אביב -יפו,קהלת קנדה,37,,0,945001    ,945001    ,64,0,0,3,14766    ,315000    ,0,,1,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,10,209,6626,01/04/2015,תל אביב -יפו,אלכסנדר ינאי,23,,0,2550001    ,2550001    ,80,0,0,3,31875    ,850000    ,0,,2,6,32,,0,0,0,0,2000,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,34,61,6948,01/04/2015,תל אביב -יפו,חזנוביץ,10,,0,1949998    ,1949998    ,0,70,0,3,27857    ,649999    ,0,,3,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,67,61,6948,01/04/2015,תל אביב -יפו,חזנוביץ,10,,0,2121901    ,2121901    ,0,70,0,3,30313    ,707300    ,0,,1,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,42,178,7083,01/04/2015,תל אביב -יפו,לוינסקי,7,,0,1809998    ,1809998    ,51,51,0,2,35490    ,904999    ,0,,4,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,10,7429,01/04/2015,תל אביב -יפו,העבודה,34,,0,2000000    ,2000000    ,59,56,0,2,35714    ,1000000    ,0,,2,5,10,,0,0,0,0,1980,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,61,43,6620,01/04/2015,תל אביב -יפו,מיכאל )נאמן(,18,,0,3750002    ,3750002    ,115,115,0,4,32609    ,937501    ,0,,4,11,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,4,34,6983,01/04/2015,תל אביב -יפו,גורי ישראל,58,,,1200001    ,1200001    ,46,,,2,26087    ,600001    ,,,1,2,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,2,6768,01/04/2015,תל אביב -יפו,פיכמן,15,,,2275000    ,2275000    ,,82,,3,27744    ,758333    ,,,4,8,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,5,24,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,35,,,1135000    ,1135000    ,,50,,2,22700    ,567500    ,,,1,6,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,26,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,31,,,1200000    ,1200000    ,,50,,2,24000    ,600000    ,,,2,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,26,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,31,,,1200000    ,1200000    ,,50,,2,24000    ,600000    ,,,2,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,70,6977,01/04/2015,תל אביב -יפו,אילת השחר,6,,,1340001    ,1340001    ,52,,,3,25769    ,446667    ,,,3,6,,,,,,,2009,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,30,682,6217,01/04/2015,תל אביב -יפו,אבן גבירול,106,,,2857495    ,2857495    ,,61,,3,46844    ,952498    ,,,4,8,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,26,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,31,,0,1200000    ,1200000    ,0,50,0,2,24000    ,600000    ,0,,2,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,5,24,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,35,,0,1135000    ,1135000    ,0,50,0,2,22700    ,567500    ,0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,26,6943,01/04/2015,תל אביב -יפו,יסוד המעלה,31,,0,1200000    ,1200000    ,0,50,0,2,24000    ,600000    ,0,,2,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,8,70,6977,01/04/2015,תל אביב -יפו,אילת השחר,6,,0,1340001    ,1340001    ,52,0,0,3,25769    ,446667    ,0,,3,6,0,,0,0,0,0,2009,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,31,4,6136,31/03/2015,תל אביב -יפו,קרליבך,1,,,2029000    ,2029000    ,,111,,5,18279    ,405800    ,,,9,17,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,15,4,6136,31/03/2015,תל אביב -יפו,קרליבך,1,,,2016150    ,2016150    ,,111,,5,18164    ,403230    ,,,5,17,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,6,4,6136,31/03/2015,תל אביב -יפו,קרליבך,1,,,1737300    ,1737300    ,,100,,4,17373    ,434325    ,,,2,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,18,7088,31/03/2015,תל אביב -יפו,שד ירושלים,29,,,510000    ,510000    ,54,54,,2,9444    ,255000    ,,,0,4,13,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,21,6992,31/03/2015,תל אביב -יפו,נס לגויים,26,,,6000001    ,6000001    ,,120,,5,50000    ,1200000    ,,,0,3,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,39,20,7016,31/03/2015,תל אביב -יפו,דיצה,1,,,1770002    ,1770002    ,48,48,,2,36875    ,885001    ,,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,3,348,6624,31/03/2015,תל אביב -יפו,מבוא גרופית,3,,,2575000    ,2575000    ,94,94,,4,27394    ,643750    ,,,1,2,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,7,57,6909,31/03/2015,תל אביב -יפו,טרומפלדור,12,,,2400000    ,2400000    ,59,59,,2,40678    ,1200000    ,,,2,3,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,4,57,6909,31/03/2015,תל אביב -יפו,טרומפלדור,12,,,2800000    ,2800000    ,59,,,2,47458    ,1400000    ,,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,9,714,6111,31/03/2015,תל אביב -יפו,שד שאול המלך,7,,,2800002    ,2800002    ,100,100,,4,28000    ,700001    ,,,3,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,6,69,6933,31/03/2015,תל אביב -יפו,שינקין,22,,0,3663749    ,3663749    ,0,98,0,3,37385    ,1221250    ,0,,2,4,12,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,23,750,6636,31/03/2015,תל אביב -יפו,אש שלום,12,,0,2500001    ,2500001    ,119,0,0,4,21008    ,625000    ,0,,3,6,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,3,348,6624,31/03/2015,תל אביב -יפו,מבוא גרופית,3,,0,2575000    ,2575000    ,94,94,0,4,27394    ,643750    ,0,,1,2,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,18,59,6959,31/03/2015,תל אביב -יפו,שד נורדאו,51,,0,2070002    ,2070002    ,32,32,0,2,64688    ,1035001    ,0,,1,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,69,6961,31/03/2015,תל אביב -יפו,בן יהודה,244,,6,2815000    ,2815000    ,76,76,,3,37039    ,938333    ,,,1,3,6,,,,,,1920,,,מגורים,בעלות,דירה בבית קומות,0.11,
לא,דירת מגורים,דירה בבית קומות,רשות,18,59,6959,31/03/2015,תל אביב -יפו,שד נורדאו,51,,,2070002    ,2070002    ,32,32,,2,64688    ,1035001    ,,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,3,30,6963,31/03/2015,תל אביב -יפו,זכריה,6,,,2450000    ,2450000    ,65,,,2.5,37692    ,980000    ,,,1,3,,,,,,,1955,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,450,6212,31/03/2015,תל אביב -יפו,ככר היל,4,,,1850000    ,1850000    ,42,42,,2.5,44048    ,740000    ,,,1,3,,,,,,,1965,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,23,750,6636,31/03/2015,תל אביב -יפו,אש שלום,12,,,2500001    ,2500001    ,119,,,4,21008    ,625000    ,,,3,6,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,5,7,6111,31/03/2015,תל אביב -יפו,ארלוזורוב,160,,,2400000    ,2400000    ,63,63,,3,38095    ,800000    ,,,1,10,40,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,1,184,7000,31/03/2015,תל אביב -יפו,טולקובסקי,10,,0,1349399    ,1349399    ,0,94,0,3,14355    ,449800    ,0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,11,184,7000,31/03/2015,תל אביב -יפו,טולקובסקי,10,,0,1363242    ,1363242    ,0,65,0,3,20973    ,454414    ,0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,110,184,7000,31/03/2015,תל אביב -יפו,טוכולסקי קורט,10,,0,1593266    ,1593266    ,0,101,0,4,15775    ,398317    ,0,,5,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,124,6213,31/03/2015,תל אביב -יפו,אבן גבירול,1,1,252,2528291    ,2528291    ,0,64,0,2.5,39505    ,1011316    ,0,,25,48,220,,1,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,-1,124,6213,31/03/2015,תל אביב -יפו,אבן גבירול,1,,0,6618597    ,6618597    ,0,152,0,6,43543    ,1103100    ,0,,25,48,220,,1,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
לא,דירת מגורים,דירה בבית קומות,רשות,0,124,6213,31/03/2015,תל אביב -יפו,אבן גבירול,1,,0,6618597    ,6618597    ,0,152,0,6,43543    ,1103100    ,0,,25,48,220,,1,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,
